,Name der Münze,Herkunftsland,Ausgabejahr,Menge in Mill.,Landspezifisch?,Prägestätte,Wert,Details
360,Solidarität und Frieden 2. Münze der Serie Von Kindern mit Solidarität,Malta,2017,0.38,False,,2 euro,"Das von der 12-jährigen Schülerin Katya Muscat gestaltete und von Noel Galea Bason gravierte Münzmotiv zeigt – unter einer schwebenden Friedenstaube – zwei Kinder, die zwischen sich die Flagge Maltas halten, in deren linker oberer Ecke das Georgs-Kreuz dargestellt ist, das der gesamten Bevölkerung Maltas für ihren Mut und ihre Tapferkeit während der italienischen und deutschen Luftangriffe im Zweiten Weltkrieg verliehen wurde. Die rechte Hälfte der Flagge ist – den heraldischen Regeln der Tingierung folgend – durch senkrechte Schraffur mit der Tinktur Rot dargestellt. Unten steht als Ausgabestaat „Malta“, rechts „2017“. Die Prägung erfolgte in der französischen Münzstätte Monnaie de Paris in Pessac, deren Münzstättenzeichen, ein Füllhorn, bei Coincard-Exemplaren die Jahreszahl links flankiert, während rechts ein Fünfeck das Münzmeisterzeichen Yves Sampos darstellt."
344,Tempel von Ħaġar Qim 2. Münze der Serie Prähistorische Stätten,Malta,2017,0.405,False,,2 euro,"Die Münze ist der zwischen 3600 und 3200 v. Chr. geschaffenen prähistorischen Tempelanlage von Ħaġar Qim gewidmet, südlich von Qrendi. Nur 500 m entfernt liegt der Kultplatz Mnajdra. Vor Jahrtausenden war hier aufgrund des niedrigeren Wasserstandes der einzige flache Küstenstreifen an der Südwestküste Maltas. Die Buchten gaben Wasserfahrzeugen Anlegemöglichkeit und gestatteten den Aufstieg zur Tempelterrasse. Dargestellt ist die Südost-Fassade des Südtempels mit Bankaltären und dem Eingang zum Alttempel (rechts). 1992 wurde Ħaġar Qim, gemeinsam mit anderen bronzezeitlichen Tempelanlagen Maltas, als die Megalithischen Tempel von Malta zum UNESCO-Weltkulturerbe erklärt. Oben rechts sind untereinander die Aufschriften „ĦAĠAR QIM“, „TEMPLES“ und die Jahreszahlen „3600–3200 BC“ zu sehen. Unten links befinden sich der Name des Ausgabestaats „MALTA“ und darunter das Ausgabejahr „2017“. Unten rechts stehen die Initialen „NGB“ des Münzdesigners Noel Galea Bason. Die Prägung erfolgte in der französischen Münzstätte Monnaie de Paris in Pessac, deren Münzstättenzeichen, ein Füllhorn, bei Coincard-Exemplaren die Jahreszahl links flankiert, während rechts ein Fünfeck das Münzmeisterzeichen Yves Sampos darstellt. In Kursmünzensätzen enthaltene Exemplare tragen im 6-Uhr-Stern ein „F“ (für France, Frankreich)."
351,Vilnius,Lithuania,2017,1.0,False,,2 euro,"Die von Vladas Oržekauskas gestaltete Gedenkmünze, deren Gipsmodell Giedrius Paulauskis schuf, ist Vilnius, der Hauptstadt Litauens, als Stadt der Kultur und Kunst gewidmet – seit 1994 UNESCO-Weltkulturerbe und 2009 Kulturhauptstadt Europas.892 Rechts im Vordergrund ist das Dach der Franziskuskirche (Šv. Pranciškaus Asyžiečio) abgebildet, zum Beginn des 16. Jahrhunderts im Stil der Backsteingotik erbaut.893 Zentrales Motiv der Münze ist das Wahrzeichen der Stadt, der in der Renaissancezeit entstandene, nach dem Stadtbrand von 1737 von dem als Baumeister berufenen Johann Christoph Glaubitz um 1740 barock umgestaltete und um zwei Etagen auf 68 m erhöhte freistehende Glockenturm der Universitätskirche St. Johannes. Rechts hinten die Türme der vom gleichen Baumeister um 1741–1743 im Stil des Spätbarock wieder aufgebauten Himmelfahrtskirche der Hl. Katharina (Šv. Kotrynos Baznycia).894 Links die Zwiebeltürme der „Romanow-Kirche“ genannten, 1913 erbauten russisch-orthodoxen Kirche St. Michael und Konstantin. Oben steht im Halbkreis „VILNIUS“, „LIETUVA“ (Litauen), „2017“ sowie das kreisförmige Münzstättenzeichen „LMK“ der Prägeanstalt Lietuvos monetų kalykla in Vilnius."
386,100 Jahre Republik Estland,Estonia,2018,1.318,False,,2 euro,"Die von Ionel Lehari und Meelis Opmann gestaltete Münze zeigt das Logo der Hundertjahrfeiern,1010 in dem sich sowohl die Zahl 18 als auch die Zahl 100 erkennen lassen. Dies symbolisiert das Jahr, in dem Estland unabhängig wurde, und spiegelt zugleich die vergangenen hundert Jahre wider. Die „1“ und der untere Kreis werden aus Silhouetten auffliegender Tauben gebildet. Unten rechts ist der Text „SADA AASTAT EESTI VABARIIKI“ (hundert Jahre Republik Estland) zu lesen, daran schließen sich der Landesname „EESTI“ (Estland) und „2018“ als Jahr der Ausgabe an. Die Auflage entspricht der Bevölkerungszahl Estlands am 1. Januar 2017. Gefertigt wurde die Münze in der litauischen Prägestätte Lietuvos monetų kalykla in Vilnius."
376,100. Geburtstag Helmut Schmidts,Germany,2018,6.114,True,A,2 euro,"Das Motiv zeigt Helmut Schmidt, 1974–1982 Bundeskanzler der Bundesrepublik Deutschland, in typischer Gesprächshaltung. Gemeinsam mit dem französischen Staatspräsidenten Valéry Giscard d’Estaing vollzog er entscheidende Schritte hin zur weiteren europäischen Integration. So wurde der Europäische Rat etabliert, die Einführung des Europäischen Währungssystems und der Europäischen Währungseinheit (ECU) zum 1. Januar 1979, aus denen später die Europäische Wirtschafts- und Währungsunion und der Euro hervorgehen sollten. Rechts oben ist bogenförmig sein Name „HELMUT SCHMIDT“ dargestellt, darunter die Jahreszahlen „1918–2015“ und das Münzstättenzeichen (A = Berlin, D = München, F = Stuttgart, G = Karlsruhe oder J = Hamburg). Links steht das Landeskürzel „D“ (Deutschland), darunter das Ausgabejahr „2018“. Ganz unten befindet sich das Signet des Münzgestalters Bodo Broschat."
377,100. Geburtstag Helmut Schmidts,Germany,2018,6.114,True,D,2 euro,"Das Motiv zeigt Helmut Schmidt, 1974–1982 Bundeskanzler der Bundesrepublik Deutschland, in typischer Gesprächshaltung. Gemeinsam mit dem französischen Staatspräsidenten Valéry Giscard d’Estaing vollzog er entscheidende Schritte hin zur weiteren europäischen Integration. So wurde der Europäische Rat etabliert, die Einführung des Europäischen Währungssystems und der Europäischen Währungseinheit (ECU) zum 1. Januar 1979, aus denen später die Europäische Wirtschafts- und Währungsunion und der Euro hervorgehen sollten. Rechts oben ist bogenförmig sein Name „HELMUT SCHMIDT“ dargestellt, darunter die Jahreszahlen „1918–2015“ und das Münzstättenzeichen (A = Berlin, D = München, F = Stuttgart, G = Karlsruhe oder J = Hamburg). Links steht das Landeskürzel „D“ (Deutschland), darunter das Ausgabejahr „2018“. Ganz unten befindet sich das Signet des Münzgestalters Bodo Broschat."
378,100. Geburtstag Helmut Schmidts,Germany,2018,6.114,True,G,2 euro,"Das Motiv zeigt Helmut Schmidt, 1974–1982 Bundeskanzler der Bundesrepublik Deutschland, in typischer Gesprächshaltung. Gemeinsam mit dem französischen Staatspräsidenten Valéry Giscard d’Estaing vollzog er entscheidende Schritte hin zur weiteren europäischen Integration. So wurde der Europäische Rat etabliert, die Einführung des Europäischen Währungssystems und der Europäischen Währungseinheit (ECU) zum 1. Januar 1979, aus denen später die Europäische Wirtschafts- und Währungsunion und der Euro hervorgehen sollten. Rechts oben ist bogenförmig sein Name „HELMUT SCHMIDT“ dargestellt, darunter die Jahreszahlen „1918–2015“ und das Münzstättenzeichen (A = Berlin, D = München, F = Stuttgart, G = Karlsruhe oder J = Hamburg). Links steht das Landeskürzel „D“ (Deutschland), darunter das Ausgabejahr „2018“. Ganz unten befindet sich das Signet des Münzgestalters Bodo Broschat."
379,100. Geburtstag Helmut Schmidts,Germany,2018,6.114,True,F,2 euro,"Das Motiv zeigt Helmut Schmidt, 1974–1982 Bundeskanzler der Bundesrepublik Deutschland, in typischer Gesprächshaltung. Gemeinsam mit dem französischen Staatspräsidenten Valéry Giscard d’Estaing vollzog er entscheidende Schritte hin zur weiteren europäischen Integration. So wurde der Europäische Rat etabliert, die Einführung des Europäischen Währungssystems und der Europäischen Währungseinheit (ECU) zum 1. Januar 1979, aus denen später die Europäische Wirtschafts- und Währungsunion und der Euro hervorgehen sollten. Rechts oben ist bogenförmig sein Name „HELMUT SCHMIDT“ dargestellt, darunter die Jahreszahlen „1918–2015“ und das Münzstättenzeichen (A = Berlin, D = München, F = Stuttgart, G = Karlsruhe oder J = Hamburg). Links steht das Landeskürzel „D“ (Deutschland), darunter das Ausgabejahr „2018“. Ganz unten befindet sich das Signet des Münzgestalters Bodo Broschat."
380,100. Geburtstag Helmut Schmidts,Germany,2018,6.114,True,J,2 euro,"Das Motiv zeigt Helmut Schmidt, 1974–1982 Bundeskanzler der Bundesrepublik Deutschland, in typischer Gesprächshaltung. Gemeinsam mit dem französischen Staatspräsidenten Valéry Giscard d’Estaing vollzog er entscheidende Schritte hin zur weiteren europäischen Integration. So wurde der Europäische Rat etabliert, die Einführung des Europäischen Währungssystems und der Europäischen Währungseinheit (ECU) zum 1. Januar 1979, aus denen später die Europäische Wirtschafts- und Währungsunion und der Euro hervorgehen sollten. Rechts oben ist bogenförmig sein Name „HELMUT SCHMIDT“ dargestellt, darunter die Jahreszahlen „1918–2015“ und das Münzstättenzeichen (A = Berlin, D = München, F = Stuttgart, G = Karlsruhe oder J = Hamburg). Links steht das Landeskürzel „D“ (Deutschland), darunter das Ausgabejahr „2018“. Ganz unten befindet sich das Signet des Münzgestalters Bodo Broschat."
367,100. Jahrestag der Republik Österreich,Austria,2018,12.66,False,,2 euro,"Die von Helmut Andexlinger und Herbert Wähner gestaltete Münze zeigt die von Carl Kundmann nach dem Vorbild der Athena Farnese964 entworfene, aus Laaser Marmor gefertigte und 1902 vollendete Statue des Pallas-Athene-Brunnens vor dem österreichischen Parlamentsgebäude in Wien. Athene, die Göttin der Weisheit, dient als Symbol des österreichischen Parlamentarismus und steht für Wissen, Vernunft und strategische Fähigkeiten – sie soll die zeitlose Gültigkeit der Demokratie versinnbildlichen. Zunächst war eine allegorische Darstellung der Austria vorgesehen, aus Rücksicht auf die starken nationalen Strömungen in der Habsburger Monarchie wählte man letztlich aber die politisch neutralere Athene.965 Sie trägt einen Attischen Helm mit Sphinx, flankiert von geflügelten Pferden als Helmbuschhalter. Das von Theophil von Hansen im neoklassizistischen Stil entworfene, 1883 fertiggestellte Parlamentsgebäude966 stellt im Frontgiebel mittig die 1879 von Edmund von Hellmer geschaffene Skulptur des Kaisers Franz Joseph I. (1830–1916) als römischen Imperator dar, seinen Völkern eine Verfassung verleihend.967 Auf der Rampe sind Geschichtsschreiber als Mahner der Politik dargestellt, die symbolhaft die Abgeordneten vor dem Eintritt in das Parlamentsgebäude daran erinnern sollen, dass ihre Tätigkeit vor dem Urteil der Geschichte und der kommenden Generationen Bestand haben muss968 rechts die 1896 von Wilhelm Seib gestaltete Statue Sallusts (86–≈35 v. Chr.), links die 1900 von Josef Lax geschaffene Statue Titus Livius’969 (59 v. Chr. – 17 n. Chr.) – er war 2017 anlässlich seines 2000. Todestags auch Motiv einer italienischen 2-Euro-Gedenkmünze. Links steht die Jahreszahl „2018“, darunter „100 JAHRE“, rechts unten – halbkreisförmig – „REPUBLIK ÖSTERREICH“. Die Prägung erfolgte in der Münze Österreich in Wien."
368,150 Jahre Luxemburgische Verfassung 19. Münze der Serie Großherzogliche Dynastie,Luxembourg,2018,0.316,False,,2 euro,"Am 17. Oktober 1868 trat eine umfangreiche Revision des Verfassungstextes von 1848 in Kraft. Anlässlich des 150. Jahrestages benennt die von Herbert Wähner gestaltete Münze rechts neben dem Porträt Großherzog Henris das Jahr „1868“ des Inkrafttretens der Verfassung, das Ausgabejahr „2018“ und auf Französisch „150 ANS“ (150 Jahre) sowie in der unteren Hälfte der Pille dreizeilig den Ausgabeanlass „CONSTITUTION DU GRAND-DUCHÉ DE LUXEMBOURG“ (Verfassung des Großherzogtums Luxemburg). Über dem Landesnamen symbolisiert der Querschnitt eines aufgeschlagenen Buches den Verfassungstext. Die das Ausgabejahr flankierenden Münzzeichen existieren in drei unterschiedlichen Kombinationen: Bei Münzen der Rollenware ist links das nationale Münzzeichen, der Luxemburger Löwe mit Doppelschweif, und rechts ein Hermesstab als Münzstättenzeichen der niederländischen Prägestätte Koninklijke Nederlandse Munt in Utrecht eingeprägt. In Coincards und Kursmünzensätzen enthaltene Münzexemplare zeigen rechts ebenfalls den Merkurstab, links aber die Servaasbrug (Sint-Servaas-Brücke in Maastricht) als Münzmeisterzeichen Stephan Satijns. Diese ist auch bei im Herstellungsverfahren Polierte Platte gefertigten Münzexemplaren links abgebildet, rechts jedoch der Luxemburger Löwe."
401,175. Todestag von Großherzog Wilhelm I. 20. Münze der Serie Großherzogliche Dynastie,Luxembourg,2018,0.311,False,,2 euro,"Wilhelm I. (1772–1843) aus dem Haus Oranien-Nassau war Fürst von Nassau-Oranien-Fulda und von 1815 bis 1840 Großherzog von Luxemburg und in Personalunion König der Niederlande sowie 1839/1840 Herzog von Limburg. Die von Herbert Wähner gestaltete Münze zeigt ihn mit dem Militär-Wilhelms-Orden links neben Großherzog Henri, nach einem – allerdings seitenverkehrt dargestellten – 1819 von Joseph Paelinck (1781–1839) geschaffenen Gemälde.1072 Die senkrechte Inschrift nennt seine französische Namensform „GUILLAUME Ier“ (Wilhelm I.) und in einer zweiten Zeile seine Lebensdaten „1772–1843“. Unten ist der Landesname „LUXEMBOURG“ (Luxemburg auf Französisch) dargestellt und darüber das Ausgabejahr „2018“. Letzteres wird von zwei Münzzeichen flankiert, die in drei unterschiedlichen Kombinationen existieren: Bei Münzen der Rollenware ist links das nationale Münzzeichen, der Luxemburger Löwe mit Doppelschweif, und rechts ein Hermesstab als Münzstättenzeichen der niederländischen Prägestätte Koninklijke Nederlandse Munt in Utrecht eingeprägt. In Coincards enthaltene Münzexemplare zeigen rechts ebenfalls den Hermesstab, links aber die Servaasbrug (Sint-Servaas-Brücke in Maastricht) als Münzmeisterzeichen Stephan Satijns. Diese ist auch bei im Herstellungsverfahren Polierte Platte gefertigten Münzexemplaren links abgebildet, rechts jedoch der Luxemburger Löwe."
370,25. Jahrestag der Gründung der Slowakischen Republik,Slovakia,2018,1.0,False,,2 euro,"Das Motiv symbolisiert zugleich den Beitritt der Slowakei zur Europäischen Union (2004) und den zum Euro-Währungsgebiet (2009). Gezeigt ist ein stilisiertes Portal, das sowohl den Umriss der Slowakei als auch ein von (acht der zwölf die Europäische Union symbolisierenden) Sternen umgebenes Euro-Symbol überspannt. Auf der linken Seite des Motivs ist das Wappen der Slowakei mit dem byzantinischen Doppelkreuz und dem Dreiberg zu sehen. Links unten steht halbkreisförmig der Name des Ausgabestaats: „SLOVENSKÁ REPUBLIKA“ (Slowakische Republik). Deren Gründungsdatum „1.1.1993“ sowie das Ausgabejahr „2018“ der Münze sind unten rechts dargestellt, darüber das Münzstättenzeichen des Münzhauses Mincovňa Kremnica in Kremnica, ein „MK“ zwischen zwei Prägestempeln, sowie das quadratische Signet „PK“ des Münzgestalters Pavel Károly."
390,25. Jahrestag der Verfassung von Andorra,Andorra,2018,0.075,False,,2 euro,"Die Münze stellt das 1993 von Emili Armengol i Abril1027 geschaffene „Monument a la Constitució“ dar, das auf dem Platz des Parlaments in Andorra la Vella stehende Denkmal für die Männer und Frauen Andorras, die die Verfassung ins Leben riefen. Es zeigt als Hohlformen die Silhouetten eines Mannes und einer Frau und erinnert an den im Referendum vom 14. März 1993 zum Ausdruck gebrachten Willen Andorras, ein demokratischer und sozialer Rechtsstaat zu werden, so wie in Artikel 1 der Verfassung festgeschrieben.1028 Rechts neben dem Denkmal ist der Umriss des Fürstentums Andorra zu sehen mit seinem lateinischen Wahlspruch „VIRTVS VNITA FORTIOR“ (Virtus unita fortior, Vereinte Tugend ist stärker). Links steht „ANDORRA“, rechts der Ausgabeanlass „25è ANIVERSARI DE LA CONSTITUCIÓ“ (25. Jahrestag der Verfassung), darunter „1993–2018“. Der Münzentwurf stammt von der Fábrica Nacional de Moneda y Timbre in Madrid, in deren Münzstätte Real Casa de la Moneda (Königliche Münze) auch die Prägung erfolgte. Andorranische Münzen werden alternierend in den Ländern der Kofürsten von Andorra geprägt – in geraden Kalenderjahren in Spanien."
400,250 Jahre Botanischer Garten von Ajuda (Lissabon),Portugal,2018,0.451,False,,2 euro,"Nach dem Erdbeben von Lissabon 1755 verlegte der Premierminister König Josephs I., der Marquis von Pombal, den Hof nach Ajuda, einem damaligen Vorort der Hauptstadt. Der König kaufte einen Hof neben der königlichen Residenz, um Obst und Gemüse für den Verzehr im Palast anzubauen. Aus diesen Gründen plante der italienische Naturforscher Domenico Vandelli (1735–1816) zur Erhaltung, Erforschung und Sammlung einer größtmöglichen pflanzlichen Artenvielfalt den ersten botanischen Garten in Portugal (und fünfzehnten in Europa) mit der Absicht, dass dieser für die Erziehung der Enkelkinder des Königs dienen sollte. Die Gärten wurden 1768 im zeitgenössischen symmetrischen Stil französischer und italienischer Gärten angelegt und während der Regierungszeit König Johanns VI. für die Allgemeinheit geöffnet. Während dieser Zeit stieg die Zahl der angepflanzten Arten beträchtlich an, dank der Exemplare, die von den Gouverneuren der Kolonien mitgebracht wurden. Der botanische Garten wurde 1948 nach dem orkanartigen Sturm vom Februar 1941 – einem der fünf stärksten Unwetter, die Europa im 20. Jahrhundert heimsuchten – umfassend restauriert. Der Botanische Garten Ajuda gehört heute zum Agronomie-Institut der Universität Lissabon und dient als Infrastruktur für Bildungs- und Forschungszwecke. Das Münzmotiv zeigt das Wahrzeichen des Gartens, einen im Jahr 1760 gepflanzten Kanarischen Drachenbaum.1068 Kreisförmig sind der Ausgabeanlass „250 ANOS JARDIM BOTÂNICO DA AJUDA“ (250 Jahre Botanischer Garten Ajuda) und „PORTUGAL 2018“ angegeben. Unterhalb des Drachenbaums ist mit „J. FAZENDA-INCM“ das Signet des Münzgestalters Joao Fazenda und das Münzstättenzeichen der Staatsdruckerei und Münzprägeanstalt Imprensa Nacional-Casa da Moeda in Lissabon dargestellt."
392,250 Jahre Nationale Druckerei Imprensa Nacional,Portugal,2018,0.451,False,,2 euro,"Die Gedenkmünze ist der vor 250 Jahren gegründeten Nationalen Druckerei gewidmet,1036 die das portugiesische Amtsblatt mit allen gesetzgeberischen Maßnahmen des Landes sowie Bücher von höchstem kulturellem Wert und weitere kulturelle Werke herausgibt. Die achtzeilige Inschrift lautet „1768–2018 IMPRENSA NACIONAL DUZENTOS E CINQUENTA 250 ANOS PORTUGAL MMXVIII“ (1768–2018 Nationaldruckerei zweihundertundfünfzig 250 Jahre Portugal 2018). Die Druckerei Imprensa Nacional wurde 1972 mit der Münzprägestätte Casa da Moeda zur Imprensa Nacional-Casa da Moeda in Lissabon vereinigt, deren Münzstättenzeichen „INCM“ unten rechts abgebildet ist. Unten links steht „Eduardo Aires“, der Name des Münzgestalters."
397,250. Geburtstag von François Joseph Bosio,Monaco,2018,0.016,False,,2 euro,"Die Gedenkmünze ist dem 250. Geburtstag des monegassischen Bildhauers François Joseph Bosio (1768–1845) gewidmet.1053 Sie zeigt sein 1820 von Julien-Léopold Boilly gefertigtes Porträt,1054 allerdings (wie schon auf Briefmarken Monacos von 1948 und 20181055) spiegelverkehrt. Daneben ist die von ihm 1826 geschaffene Marmorskulptur der blumenbekränzten Nymphe (Najade) Salmakis dargestellt, die im Louvre ausgestellt ist.1056 Oben steht der Ausgabestaat „MONACO“, unten „FRANÇOIS-JOSEPH BOSIO“ sowie das französische Münzstättenzeichen, ein Füllhorn, „1768 ♦ SCULPTEUR ♦ 2018“ (Bildhauer) und das Münzmeisterzeichen Yves Sampos, ein Fünfeck.263"
403,420. Geburtstag Gian Lorenzo Berninis,San Marino,2018,0.063,False,,2 euro,"Gian Lorenzo Bernini (1598–1680) war ein italienischer Bildhauer, Maler und Architekt des klassizistischen Barocks. Er hatte maßgeblichen Einfluss auf die Entwicklung der barocken Skulptur und Architektur in Rom. So schuf er 1624–1633 das Hochaltar-Ziborium über dem Petrusgrab im Petersdom, 1645–1652 die Skulptur Verzückung der heiligen Theresa und 1656–1667 die Kolonnaden am Petersplatz. Die Münze zeigt die von Bernini um 1637 geschaffene Marmorbüste der Costanza Bonarelli (1614–1662), eines der schönsten und bedeutendsten Kunstwerke der Barockzeit (heute im Nationalmuseum von Bargello in Florenz).1079 Costanza war die Frau seines Assistenten Matteo Bonarelli und seine Geliebte. Weil sie auch ein Verhältnis mit seinem Bruder Luigi Bernini begann, verprügelte er aus Eifersucht diesen vor dem Petersdom und ließ Costanza in ihrem Haus durch seinen Diener attackieren, der ihr das Gesicht zerschnitt. Sie kam wegen Ehebruchs ins Gefängnis, Gian Lorenzo Bernini aber wurde nur mit einer Geldstrafe belegt – nach Intervention von Papst Urban VIII., der für ihn 1639 die Ehe mit Caterina Tezio arrangierte. Costanza wurde, wie später auch Bernini, in der römischen Basilika Santa Maria Maggiore beigesetzt. Links steht „SAN MARINO“, rechts „BERNINI“. Links sind zweizeilig die Jahreszahlen „1598“ und „2018“ abgebildet, rechts das Münzstättenzeichen „R“ der italienischen Prägestätte Istituto Poligrafico e Zecca dello Stato in Rom und unten die Initialen „A.M.“ der Münzgestalterin Annalisa Masini."
385,50. Geburtstag von König Felipe VI.,Spain,2018,0.431,False,,2 euro,"Das Münzmotiv stellt das Wappen des Königs von Spanien dar.1006 Der Wappenschild zeigt oben links eine Burg mit drei Türmen, das Königreich Kastilien symbolisierend, das sich 1065 zunächst vom 913 gegründeten Königreich León – oben rechts durch einen Löwen verkörpert – abspaltete. Der Wappenschild des 1137 gegründeten Fürstentums Katalonien, Teil der Krone von Aragonien, ist unten links mit senkrechten Streifen dargestellt; unten rechts repräsentiert die Navarrakette das 824 gegründete Königreich Navarra. Ganz unten steht der Granatapfel für das 1492 gegründete Königreich Granada. Im Wappenschild mittig stellt das Oval mit drei Lilien das 1360–1481 existierende Herzogtum Anjou dar, dem der König aus dem Haus Bourbon-Anjou entstammt. An der Ordenskette hängt ganz unten der Widder des Ordens vom Goldenen Vlies. Die Krone ist von einem Kreuz auf dem Reichsapfel geschmückt. Links steht im Halbkreis „ESPAÑA“ (Spanien), rechts „50 ANIVERSARIO DE S.M. FELIPE VI“ (50. Geburtstag von König Felipe VI.). Ein gekröntes „M“ als Münzstättenzeichen der Prägestätte Real Casa de la Moneda in Madrid ist rechts oben zu sehen, das Ausgabejahr „2018“ links unten."
395,50. Jahrestag der Ereignisse vom Mai 1968 in Belgien,Belgium,2018,0.258,False,,2 euro,"Das Motiv zeigt zwei Studenten vor der stilisierten Fassade einer Universität mit einer Flagge bzw. einem Flugblatt, Studentendemonstrationen symbolisierend, die in Belgien im Mai 1968 im Zusammenhang mit den soziokulturellen Veränderungen stattfanden. Diese nun 50 Jahre zurückliegenden Ereignisse waren von landesweiter Bedeutung und wirkten sich auf die belgische Politik und nachfolgende Staatsreformen aus. In Belgien kämpften die Studenten z. B. gegen den französischsprachigen Einfluss an der zweisprachigen Universität Leuven. In den – den flämisch-wallonischen Konflikt widerspiegelnden – monatelangen Verhandlungen wurde über die Modalitäten der Trennung beraten, insbesondere über die Entschädigungszahlungen, welche die Université catholique de Louvain für die in Löwen zurückgelassenen Gebäude und Einrichtungen erhalten sollte. Im Herbst 1968 wurde die Teilung in die Katholieke Universiteit Leuven und die Université catholique de Louvain beschlossen. Für diese wurde ab 1971 eine neue Stadt südlich der Sprachgrenze, Louvain-la-Neuve („Neu-Löwen“), errichtet, die erste Neugründung einer belgischen Stadt seit dreihundert Jahren. Die Trennung der Vrije Universiteit Brussel von der ehemaligen zweisprachigen Université Libre de Bruxelles ist ebenfalls mit dem Mai ’68 verbunden. Oben steht – auf Niederländisch und Französisch bzw. Deutsch – „mei mai 1968“, links (v. o. n. u.) das das Wappen der Gemeinde Herzele als Zeichen der belgischen Münzmeisterin Ingrid Van Herzele, ein Hermesstab als Münzstättenzeichen der niederländischen Prägestätte Koninklijke Nederlandse Munt in Utrecht, das Ausgabejahr „2018“, das Landeskürzel „BE“ (Belgien) und das Signet des Münzgestalters Luc Luycx."
402,50. Jahrestag des Starts des ESRO-2B-Satelliten (Iris 2),Belgium,2018,0.258,False,,2 euro,"Der unter Beteiligung Belgiens von der ESRO entwickelte europäische Satellit „ESRO-2B“ zur Erforschung der kosmischen Strahlung ist auch als „Iris 2“ (International Radiation Investigation Satellite) bekannt. Im Mai 1968 gestartet, war er nur ein halbes Jahr voll funktionsfähig und verglühte 1971 beim Wiedereintritt in die Erdatmosphäre. Die von Luc Luycx gestaltete Münze zeigt ihn in einer Umlaufbahn um die Erde, wobei Afrika mit Madagaskar, Vorderasien und das westliche Südasien, Europa sowie Grönland neben einem Teil des arktischen Nordamerika und die brasilianische Ostspitze Südamerikas sichtbar sind. Oben werden der Ausgabeanlass „ESRO-2B“ sowie die Jahreszahlen „1968“ und „2018“ genannt. Unter dem Satelliten ist die Bezeichnung „IRIS“ zu erkennen. Unten ist das Wappen der Gemeinde Herzele als Zeichen der belgischen Münzmeisterin Ingrid Van Herzele dargestellt, das Landeskürzel „BE“ (Belgien), ein Hermesstab als Münzstättenzeichen der niederländischen Prägestätte Koninklijke Nederlandse Munt in Utrecht sowie das Signet „LL“ des Münzdesigners."
405,50. Todestag Pater Pios,Vatican,2018,0.094,False,,2 euro,"Pio von Pietrelcina (1887–1968) war Kapuziner und Ordenspriester. Bekannt als Pater Pio, wurde er 2002 von Papst Johannes Paul II. heiliggesprochen. Er gilt als einer der beliebtesten Heiligen Italiens. Oben steht bogenförmig „CITTÁ DEL VATICANO“ (Vatikanstadt), unten „Padre Pio“, links dessen Todesjahr „1968“ und darunter das Signet „P.DANIELE“ des Münzgestalters Patrizio Daniele. Rechts sind das Ausgabejahr „2018“ und darunter das Signet „V.D.S.INC.“ (INC. = Incisore / Graveur) für Valerio de Seta dargestellt sowie das Münzstättenzeichen „R“ der italienischen Prägestätte Istituto Poligrafico e Zecca dello Stato in Rom."
389,500. Geburtstag Jacopo Tintorettos,San Marino,2018,0.063,False,,2 euro,"Jacopo Robusti (1518–1594), war ein Maler der italienischen Renaissance und mit seinen ungewohnten Perspektiven des Raums und des Lichts ein Vorläufer des Barocks. Sein Name Il Tintoretto („das Färberlein“) ist vom Handwerk seines Vaters abgeleitet. Die von Luciana De Simoni gestaltete Münze zeigt das Hauptmotiv seines 1588 für die venezianische Bruderschaft Scuola Gande di San Rocco geschaffenen Gemäldes „Mariä Heimsuchung“,1022 die im Evangelium nach Lukas beschriebene Begegnung zwischen der schwangeren Maria und ihrer Verwandten Elisabet.1023 Die am Haaransatz mit Rosen bekränzte Maria beugt sich zu der – wie sie mit einem Heiligenschein versehenen – Elisabet, umgeben links von Blättern eines Lorbeerbaumes und unten rechts von Zwergmispeln. Links oben ist der Name des Ausgabestaates „SAN MARINO“ sowie das Münzstättenzeichen „R“ der italienischen Prägestätte Istituto Poligrafico e Zecca dello Stato in Rom zu sehen, darunter das Signet „LDS“ der Designerin. Rechts unten sind die Jahreszahlen „1518“ und „2018“ sowie der Name „TINTORETTO“ abgebildet."
